MedBrandNameCountryID,MedicationBrandNameID,MedicationNameID,CreatedBy,CreatedDatetime,UpdatedBy,UpdatedDatetime,IsDeleted,CountryID,DosageFormID,MedicationClassificationID
206,129,102,101,2017-07-06 17:12:57.408367+05:30,101,2017-07-06 17:12:57.408367+05:30,f,102,103,101
243,117,140,101,2017-07-06 17:37:33.443849+05:30,101,2017-07-06 17:37:33.443849+05:30,f,102,103,104
244,129,140,101,2017-07-06 17:37:50.00252+05:30,101,2017-07-06 17:37:50.00252+05:30,f,102,103,104
245,129,130,101,2017-07-06 17:38:12.942853+05:30,101,2017-07-06 17:38:12.942853+05:30,f,102,,104
166,129,120,101,2017-06-01 12:28:51.589047+05:30,101,2017-06-01 12:28:51.589047+05:30,f,101,103,110
178,117,125,101,2017-06-01 12:34:46.84318+05:30,101,2017-06-01 12:34:46.84318+05:30,f,101,103,112
179,133,125,101,2017-06-01 12:35:06.732895+05:30,101,2017-06-01 12:35:06.732895+05:30,f,101,103,112
180,129,125,101,2017-06-01 12:35:26.700115+05:30,101,2017-06-01 12:35:26.700115+05:30,f,101,103,112
183,117,127,101,2017-06-01 12:37:15.403823+05:30,101,2017-06-01 12:37:15.403823+05:30,f,101,103,113
253,129,142,101,2017-07-06 17:42:13.494189+05:30,101,2017-07-06 17:42:13.494189+05:30,f,102,103,105
191,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,102
192,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,103
193,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,104
194,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,105
195,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,106
196,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,108
197,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,109
198,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,110
199,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,111
200,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,112
201,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,113
202,129,130,101,2017-06-01 14:57:48.114986+05:30,101,2017-06-01 14:57:48.114986+05:30,f,101,,114
263,117,146,101,2017-07-06 17:45:44.795718+05:30,101,2017-07-06 17:45:44.795718+05:30,f,102,103,106
274,117,149,101,2017-07-06 17:50:03.046387+05:30,101,2017-07-06 17:50:03.046387+05:30,f,102,103,109
278,117,151,101,2017-07-06 17:51:18.744969+05:30,101,2017-07-06 17:51:18.744969+05:30,f,102,103,109
303,117,155,101,2017-07-06 18:00:44.486448+05:30,101,2017-07-06 18:00:44.486448+05:30,f,102,103,114
258,129,130,101,2017-07-06 17:44:07.880741+05:30,101,2017-07-06 17:44:07.880741+05:30,f,102,,105
207,117,131,101,2017-07-06 17:13:33.395244+05:30,101,2017-07-06 17:13:33.395244+05:30,f,102,103,101
184,131,127,101,2017-06-01 12:37:38.987912+05:30,101,2017-06-01 12:37:38.987912+05:30,f,101,103,113
208,129,131,101,2017-07-06 17:13:52.188117+05:30,101,2017-07-06 17:13:52.188117+05:30,f,102,103,101
249,129,114,101,2017-07-06 17:40:48.297885+05:30,101,2017-07-06 17:40:48.297885+05:30,f,102,103,105
264,129,146,101,2017-07-06 17:46:06.314961+05:30,101,2017-07-06 17:46:06.314961+05:30,f,102,103,106
272,117,148,101,2017-07-06 17:49:23.878723+05:30,101,2017-07-06 17:49:23.878723+05:30,f,102,103,109
276,117,150,101,2017-07-06 17:50:39.824167+05:30,101,2017-07-06 17:50:39.824167+05:30,f,102,103,109
280,117,152,101,2017-07-06 17:51:57.287415+05:30,101,2017-07-06 17:51:57.287415+05:30,f,102,103,109
283,117,120,101,2017-07-06 17:53:10.391115+05:30,101,2017-07-06 17:53:10.391115+05:30,f,102,103,110
292,129,126,101,2017-07-06 17:56:59.02374+05:30,101,2017-07-06 17:56:59.02374+05:30,f,102,103,112
293,117,153,101,2017-07-06 17:57:20.521006+05:30,101,2017-07-06 17:57:20.521006+05:30,f,102,103,112
296,129,154,101,2017-07-06 17:58:28.753078+05:30,101,2017-07-06 17:58:28.753078+05:30,f,102,103,112
209,117,132,101,2017-07-06 17:14:25.902032+05:30,101,2017-07-06 17:14:25.902032+05:30,f,102,103,101
215,117,133,101,2017-07-06 17:23:31.749547+05:30,101,2017-07-06 17:23:31.749547+05:30,f,102,103,115
185,129,127,101,2017-06-01 12:37:55.802392+05:30,101,2017-06-01 12:37:55.802392+05:30,f,101,103,113
186,117,128,101,2017-06-01 12:38:27.060224+05:30,101,2017-06-01 12:38:27.060224+05:30,f,101,103,114
216,129,133,101,2017-07-06 17:23:50.720774+05:30,101,2017-07-06 17:23:50.720774+05:30,f,102,103,115
226,129,107,101,2017-07-06 17:31:35.43449+05:30,101,2017-07-06 17:31:35.43449+05:30,f,102,103,104
241,117,139,101,2017-07-06 17:36:52.811366+05:30,101,2017-07-06 17:36:52.811366+05:30,f,102,103,104
242,129,139,101,2017-07-06 17:37:10.644115+05:30,101,2017-07-06 17:37:10.644115+05:30,f,102,103,104
247,129,112,101,2017-07-06 17:40:07.616493+05:30,101,2017-07-06 17:40:07.616493+05:30,f,102,103,105
252,117,142,101,2017-07-06 17:41:54.134125+05:30,101,2017-07-06 17:41:54.134125+05:30,f,102,103,105
261,117,145,101,2017-07-06 17:45:04.988794+05:30,101,2017-07-06 17:45:04.988794+05:30,f,102,103,106
262,129,145,101,2017-07-06 17:45:23.077197+05:30,101,2017-07-06 17:45:23.077197+05:30,f,102,103,106
267,129,118,101,2017-07-06 17:47:28.713318+05:30,101,2017-07-06 17:47:28.713318+05:30,f,102,101,109
270,117,147,101,2017-07-06 17:48:43.936802+05:30,101,2017-07-06 17:48:43.936802+05:30,f,102,103,109
275,129,149,101,2017-07-06 17:50:19.127552+05:30,101,2017-07-06 17:50:19.127552+05:30,f,102,103,109
279,129,151,101,2017-07-06 17:51:34.920822+05:30,101,2017-07-06 17:51:34.920822+05:30,f,102,103,109
299,129,127,101,2017-07-06 17:59:28.665138+05:30,101,2017-07-06 17:59:28.665138+05:30,f,102,103,113
301,117,128,101,2017-07-06 18:00:08.459659+05:30,101,2017-07-06 18:00:08.459659+05:30,f,102,103,114
265,129,130,101,2017-07-06 17:46:29.104987+05:30,101,2017-07-06 17:46:29.104987+05:30,f,102,,106
210,129,132,101,2017-07-06 17:14:46.133806+05:30,101,2017-07-06 17:14:46.133806+05:30,f,102,103,101
213,129,103,101,2017-07-06 17:22:31.190304+05:30,101,2017-07-06 17:22:31.190304+05:30,f,102,103,102
103,117,102,101,2017-06-01 11:47:52.526994+05:30,101,2017-06-01 11:47:52.526994+05:30,f,101,103,101
105,117,103,101,2017-06-01 11:50:05.326442+05:30,101,2017-06-01 11:50:05.326442+05:30,f,101,103,102
106,101,103,101,2017-06-01 11:50:35.21701+05:30,101,2017-06-01 11:50:35.21701+05:30,f,101,103,102
107,129,103,101,2017-06-01 11:50:57.286656+05:30,101,2017-06-01 11:50:57.286656+05:30,f,101,103,102
108,117,104,101,2017-06-01 11:51:27.515059+05:30,101,2017-06-01 11:51:27.515059+05:30,f,101,103,103
109,120,104,101,2017-06-01 11:52:36.748065+05:30,101,2017-06-01 11:52:36.748065+05:30,f,101,103,103
110,121,104,101,2017-06-01 11:53:13.888418+05:30,101,2017-06-01 11:53:13.888418+05:30,f,101,103,103
111,122,104,101,2017-06-01 11:53:39.735817+05:30,101,2017-06-01 11:53:39.735817+05:30,f,101,103,103
112,129,104,101,2017-06-01 11:54:05.874211+05:30,101,2017-06-01 11:54:05.874211+05:30,f,101,103,103
113,117,105,101,2017-06-01 11:54:41.492556+05:30,101,2017-06-01 11:54:41.492556+05:30,f,101,103,103
114,114,105,101,2017-06-01 11:55:04.823164+05:30,101,2017-06-01 11:55:04.823164+05:30,f,101,103,103
116,117,106,101,2017-06-01 11:57:17.413374+05:30,101,2017-06-01 11:57:17.413374+05:30,f,101,103,103
117,107,106,101,2017-06-01 11:57:41.350115+05:30,101,2017-06-01 11:57:41.350115+05:30,f,101,103,103
118,129,106,101,2017-06-01 11:59:09.014735+05:30,101,2017-06-01 11:59:09.014735+05:30,f,101,103,103
119,117,107,101,2017-06-01 12:00:03.452263+05:30,101,2017-06-01 12:00:03.452263+05:30,f,101,103,104
120,106,107,101,2017-06-01 12:00:40.479017+05:30,101,2017-06-01 12:00:40.479017+05:30,f,101,103,104
121,113,107,101,2017-06-01 12:01:05.795339+05:30,101,2017-06-01 12:01:05.795339+05:30,f,101,103,104
122,111,107,101,2017-06-01 12:01:28.155031+05:30,101,2017-06-01 12:01:28.155031+05:30,f,101,103,104
123,129,107,101,2017-06-01 12:01:50.882486+05:30,101,2017-06-01 12:01:50.882486+05:30,f,101,103,104
124,117,108,101,2017-06-01 12:02:26.746541+05:30,101,2017-06-01 12:02:26.746541+05:30,f,101,103,104
126,129,108,101,2017-06-01 12:03:32.826552+05:30,101,2017-06-01 12:03:32.826552+05:30,f,101,103,104
127,117,109,101,2017-06-01 12:04:06.834217+05:30,101,2017-06-01 12:04:06.834217+05:30,f,101,103,104
128,129,109,101,2017-06-01 12:04:28.907046+05:30,101,2017-06-01 12:04:28.907046+05:30,f,101,103,104
129,117,110,101,2017-06-01 12:04:55.300604+05:30,101,2017-06-01 12:04:55.300604+05:30,f,101,103,104
130,129,110,101,2017-06-01 12:05:10.930716+05:30,101,2017-06-01 12:05:10.930716+05:30,f,101,103,104
131,117,111,101,2017-06-01 12:05:37.01796+05:30,101,2017-06-01 12:05:37.01796+05:30,f,101,103,104
132,129,111,101,2017-06-01 12:05:52.98728+05:30,101,2017-06-01 12:05:52.98728+05:30,f,101,103,104
133,117,112,101,2017-06-01 12:06:37.514728+05:30,101,2017-06-01 12:06:37.514728+05:30,f,101,103,105
134,103,112,101,2017-06-01 12:07:02.843698+05:30,101,2017-06-01 12:07:02.843698+05:30,f,101,103,105
136,117,113,101,2017-06-01 12:08:51.169766+05:30,101,2017-06-01 12:08:51.169766+05:30,f,101,103,105
137,125,113,101,2017-06-01 12:09:14.387022+05:30,101,2017-06-01 12:09:14.387022+05:30,f,101,103,105
138,132,113,101,2017-06-01 12:09:36.654535+05:30,101,2017-06-01 12:09:36.654535+05:30,f,101,103,105
139,129,113,101,2017-06-01 12:09:49.022788+05:30,101,2017-06-01 12:09:49.022788+05:30,f,101,103,105
140,117,114,101,2017-06-01 12:10:57.551592+05:30,101,2017-06-01 12:10:57.551592+05:30,f,101,103,105
141,126,114,101,2017-06-01 12:11:28.037187+05:30,101,2017-06-01 12:11:28.037187+05:30,f,101,103,105
142,127,114,101,2017-06-01 12:11:49.756958+05:30,101,2017-06-01 12:11:49.756958+05:30,f,101,103,105
143,128,114,101,2017-06-01 12:12:18.003958+05:30,101,2017-06-01 12:12:18.003958+05:30,f,101,103,105
144,129,114,101,2017-06-01 12:12:37.723319+05:30,101,2017-06-01 12:12:37.723319+05:30,f,101,103,105
145,117,115,101,2017-06-01 12:13:06.65939+05:30,101,2017-06-01 12:13:06.65939+05:30,f,101,103,106
147,129,115,101,2017-06-01 12:13:50.90873+05:30,101,2017-06-01 12:13:50.90873+05:30,f,101,103,106
148,117,116,101,2017-06-01 12:15:00.368712+05:30,101,2017-06-01 12:15:00.368712+05:30,f,101,103,107
150,129,116,101,2017-06-01 12:15:31.938077+05:30,101,2017-06-01 12:15:31.938077+05:30,f,101,103,107
151,117,117,101,2017-06-01 12:16:23.173428+05:30,101,2017-06-01 12:16:23.173428+05:30,f,101,103,108
152,116,117,101,2017-06-01 12:16:36.484194+05:30,101,2017-06-01 12:16:36.484194+05:30,f,101,103,108
153,129,117,101,2017-06-01 12:16:50.494025+05:30,101,2017-06-01 12:16:50.494025+05:30,f,101,103,108
154,117,118,101,2017-06-01 12:18:09.807165+05:30,101,2017-06-01 12:18:09.807165+05:30,f,101,101,109
155,110,118,101,2017-06-01 12:18:38.222348+05:30,101,2017-06-01 12:18:38.222348+05:30,f,101,101,109
157,129,118,101,2017-06-01 12:19:31.799153+05:30,101,2017-06-01 12:19:31.799153+05:30,f,101,101,109
158,117,118,101,2017-06-01 12:19:31.799153+05:30,101,2017-06-01 12:19:31.799153+05:30,f,101,103,109
159,118,118,101,2017-06-01 12:21:20.326747+05:30,101,2017-06-01 12:21:20.326747+05:30,f,101,103,109
160,129,118,101,2017-06-01 12:21:44.574456+05:30,101,2017-06-01 12:21:44.574456+05:30,f,101,103,109
161,117,119,101,2017-06-01 12:22:52.973207+05:30,101,2017-06-01 12:22:52.973207+05:30,f,101,103,110
162,119,119,101,2017-06-01 12:24:21.376236+05:30,101,2017-06-01 12:24:21.376236+05:30,f,101,103,110
163,129,119,101,2017-06-01 12:27:20.490384+05:30,101,2017-06-01 12:27:20.490384+05:30,f,101,103,110
164,117,120,101,2017-06-01 12:27:47.289127+05:30,101,2017-06-01 12:27:47.289127+05:30,f,101,103,110
165,123,120,101,2017-06-01 12:28:21.41367+05:30,101,2017-06-01 12:28:21.41367+05:30,f,101,103,110
167,117,121,101,2017-06-01 12:29:23.92123+05:30,101,2017-06-01 12:29:23.92123+05:30,f,101,103,110
168,112,121,101,2017-06-01 12:29:43.964277+05:30,101,2017-06-01 12:29:43.964277+05:30,f,101,103,110
169,129,121,101,2017-06-01 12:30:01.297477+05:30,101,2017-06-01 12:30:01.297477+05:30,f,101,103,110
170,117,122,101,2017-06-01 12:30:31.538183+05:30,101,2017-06-01 12:30:31.538183+05:30,f,101,103,111
171,129,122,101,2017-06-01 12:30:46.577575+05:30,101,2017-06-01 12:30:46.577575+05:30,f,101,103,111
172,117,123,101,2017-06-01 12:31:22.705811+05:30,101,2017-06-01 12:31:22.705811+05:30,f,101,103,112
173,109,123,101,2017-06-01 12:31:44.142334+05:30,101,2017-06-01 12:31:44.142334+05:30,f,101,103,112
174,129,123,101,2017-06-01 12:32:04.323434+05:30,101,2017-06-01 12:32:04.323434+05:30,f,101,103,112
175,117,124,101,2017-06-01 12:33:22.198331+05:30,101,2017-06-01 12:33:22.198331+05:30,f,101,103,112
187,105,128,101,2017-06-01 12:38:49.323992+05:30,101,2017-06-01 12:38:49.323992+05:30,f,101,103,114
188,129,128,101,2017-06-01 12:39:09.965685+05:30,101,2017-06-01 12:39:09.965685+05:30,f,101,103,114
212,117,103,101,2017-07-06 17:22:16.358151+05:30,101,2017-07-06 17:22:16.358151+05:30,f,102,103,102
214,129,130,101,2017-07-06 17:22:57.701862+05:30,101,2017-07-06 17:22:57.701862+05:30,f,102,,102
229,117,136,101,2017-07-06 17:32:40.118468+05:30,101,2017-07-06 17:32:40.118468+05:30,f,102,103,104
232,129,108,101,2017-07-06 17:33:37.429296+05:30,101,2017-07-06 17:33:37.429296+05:30,f,102,103,104
235,117,111,101,2017-07-06 17:34:35.444895+05:30,101,2017-07-06 17:34:35.444895+05:30,f,102,103,104
236,129,111,101,2017-07-06 17:34:51.589715+05:30,101,2017-07-06 17:34:51.589715+05:30,f,102,103,104
239,117,138,101,2017-07-06 17:36:18.709935+05:30,101,2017-07-06 17:36:18.709935+05:30,f,102,103,104
248,117,114,101,2017-07-06 17:40:33.083185+05:30,101,2017-07-06 17:40:33.083185+05:30,f,102,103,105
257,129,144,101,2017-07-06 17:43:44.252351+05:30,101,2017-07-06 17:43:44.252351+05:30,f,102,103,105
259,117,115,101,2017-07-06 17:44:28.757885+05:30,101,2017-07-06 17:44:28.757885+05:30,f,102,103,106
266,117,118,101,2017-07-06 17:47:12.787495+05:30,101,2017-07-06 17:47:12.787495+05:30,f,102,101,109
273,129,148,101,2017-07-06 17:49:41.6253+05:30,101,2017-07-06 17:49:41.6253+05:30,f,102,103,109
277,129,150,101,2017-07-06 17:50:57.138654+05:30,101,2017-07-06 17:50:57.138654+05:30,f,102,103,109
281,129,152,101,2017-07-06 17:52:14.21874+05:30,101,2017-07-06 17:52:14.21874+05:30,f,102,103,109
284,129,120,101,2017-07-06 17:53:30.751269+05:30,101,2017-07-06 17:53:30.751269+05:30,f,102,103,110
286,117,122,101,2017-07-06 17:54:23.951891+05:30,101,2017-07-06 17:54:23.951891+05:30,f,102,103,111
287,129,122,101,2017-07-06 17:54:40.164333+05:30,101,2017-07-06 17:54:40.164333+05:30,f,102,103,111
295,117,154,101,2017-07-06 17:58:08.676476+05:30,101,2017-07-06 17:58:08.676476+05:30,f,102,103,112
298,117,127,101,2017-07-06 17:59:13.885959+05:30,101,2017-07-06 17:59:13.885959+05:30,f,102,103,113
302,129,128,101,2017-07-06 18:00:22.508393+05:30,101,2017-07-06 18:00:22.508393+05:30,f,102,103,114
304,129,155,101,2017-07-06 18:00:59.249122+05:30,101,2017-07-06 18:00:59.249122+05:30,f,102,103,114
282,129,130,101,2017-07-06 17:52:38.713289+05:30,101,2017-07-06 17:52:38.713289+05:30,f,102,,109
285,129,130,101,2017-07-06 17:53:59.104289+05:30,101,2017-07-06 17:53:59.104289+05:30,f,102,,110
288,129,130,101,2017-07-06 17:54:58.459145+05:30,101,2017-07-06 17:54:58.459145+05:30,f,102,,111
297,129,130,101,2017-07-06 17:58:53.089356+05:30,101,2017-07-06 17:58:53.089356+05:30,f,102,,112
300,129,130,101,2017-07-06 17:59:46.408741+05:30,101,2017-07-06 17:59:46.408741+05:30,f,102,,113
305,129,130,101,2017-07-06 18:01:20.888947+05:30,101,2017-07-06 18:01:20.888947+05:30,f,102,,114
306,117,156,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,116
307,129,156,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,116
308,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,116
309,117,157,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
310,129,157,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
311,117,158,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
312,129,158,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
313,117,159,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
314,129,159,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
315,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,117
316,117,160,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,118
317,129,160,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,118
318,117,162,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,118
319,129,162,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,118
320,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,118
321,117,161,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,119
322,129,161,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,119
323,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,119
324,117,163,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,120
325,129,163,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,120
326,117,164,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,120
327,129,164,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,120
328,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,120
329,117,165,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
330,129,165,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
331,117,166,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
332,129,166,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
333,117,168,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
334,129,168,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
335,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,121
336,117,167,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,122
337,129,167,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,122
338,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,122
339,117,169,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,123
340,129,169,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,123
341,117,170,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,123
342,129,170,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,123
343,129,130,101,2018-03-20 19:29:20.414083+05:30,101,2018-03-20 19:29:20.414083+05:30,f,102,,123
